body_part,sub_category,original_english,twi_translation
Head,Sensitivity,"Every time light hits my eyes, a spike shoots through my brain.","M'ani bɛhu hann a, me ti mu yɛ me ya denden."
General & Systemic,Fever & Temperature,I keep sweating through my clothes even when the room is cold.,M'ani ho nsuo akyere me ntadeɛ mu nanso dan no mu yɛ awɔ.
Eyes,Vision Changes,"My vision keeps going blurry, like looking through a foggy window.","M'ani hu ade kɔ nso-nso, ɛte sɛ nea merehwɛ nneɛma wɔ ewiriw mu."
Eyes,Vision Changes,My central vision has a blurry or dark spot right in the middle.,M'ani mfinimfini hɔ ayɛ fitaa anaa tuntum.
Eyes,Vision Changes,My central vision has a blurry or dark spot right in the middle.,"M'ani mfinimfini hɔ ayɛ kusuu, te sɛ nea ɛho ayɛ fitaa anaa tuntum."
Eyes,Vision Changes,I'm seeing double — everything looks split into two images.,"M'ani so ayɛ m'abien, ade biara apae ayɛ abien."
Eyes,Vision Changes,I'm seeing weird flashing lights and zig-zag lines.,"M'ani so rehyerɛn hann a ɛnyɛ na, na merehu nsensanee a ɛyɛ nkɔntɔnkyɛ."
Eyes,Vision Changes,I'm seeing weird flashing lights and zig-zag lines.,"M'ani so rehyerɛn hann bi, na merehu ntokwa ntokwa nsensanee."
Mouth & Throat,Mouth & Tongue,"My mouth feels incredibly dry, like cotton has soaked up all my saliva.","M'ano ayɛ kɛse dodo, te sɛ nea biribi abobɔ me nso."
Mouth & Throat,Mouth & Tongue,"My mouth feels incredibly dry, like cotton has soaked up all my saliva.","M'ano ayɛ kɛse dodo, te sɛ nea cotton adware me nso nyinaa."
Mouth & Throat,Mouth & Tongue,"My mouth feels incredibly dry, like cotton has soaked up all my saliva.","M'ano ayɛ kɛse dodo, te sɛ nea nsuo biara nni mu."
Mouth & Throat,Mouth & Tongue,"My mouth feels incredibly dry, like cotton has soaked up all my saliva.","M'ano ayɛ kɛse, ɛte sɛ nea biribi sha me nso nyinaa."
Mouth & Throat,Mouth & Tongue,"My mouth feels incredibly dry, like cotton has soaked up all my saliva.","M'ano ayɛ kɛse, ɛte sɛ nea nsuo biara nni me tɛkrɛma so."
Jaw,Function & Stiffness,I can't open my mouth wide enough to take a normal bite.,"M'ano bue no ayɛ kɛse, mentumi mfa aduan nni."
Jaw,Function & Stiffness,I can't open my mouth wide enough to take a normal bite.,"M'ano bue no nsuo a, mentumi mfa aduane nni."
Mouth & Throat,Mouth & Tongue,I have a constant bitter or metallic taste I can't get rid of.,M'ano dwo me daadaa na mentumi mfa mfi hɔ.
Mouth & Throat,Mouth & Tongue,I have a constant bitter or metallic taste I can't get rid of.,M'ano dwo me dɛwɛdɛwɛ na ɛnko.
Mouth & Throat,Mouth & Tongue,There are painful sores on the inside of my cheeks and gums.,M'ano mu hɔ mmeaeɛ bi wɔ yareɛ na ɛyɛ me ya.
Mouth & Throat,Mouth & Tongue,There are painful sores on the inside of my cheeks and gums.,"M'ano mu hɔ yɛ me ya, na mpatua wɔ me se ase ne m'ano ho."
Mouth & Throat,Mouth & Tongue,There are painful sores on the inside of my cheeks and gums.,"M'ano mu mmeaeɛ bi ne me se ase ayɛ me ya, ɛyɛ mpɔmpɔ."
Jaw,Function & Stiffness,I can't open my mouth wide enough to take a normal bite.,"M'ano mu nteɛ, mentumi bue bue no mma aduan nka me."
Mouth & Throat,Mouth & Tongue,I have a constant bitter or metallic taste I can't get rid of.,"M'ano nka me yie, ɛyɛ me dɛwɛdɛwɛ daadaa."
Mouth & Throat,Mouth & Tongue,I have a constant bitter or metallic taste I can't get rid of.,M'ano yɛ me dɛwɛdɛwɛ te sɛ dadeɛ na ɛnko.
Mouth & Throat,Mouth & Tongue,I have a constant bitter or metallic taste I can't get rid of.,M'ano yɛ me te sɛ dadeɛ a ɛwɔ me ano daadaa na ɛnko.
Mouth & Throat,Throat Pain,My throat is so raw and sore it burns with every swallow.,M'asuo a meremine mpo yɛ me menewa ya.
Mouth & Throat,Throat Pain,My throat is so raw and sore it burns with every swallow.,M'asuo a meremine mpo yɛ me ya.
Lower Abdomen,Cramping & Spasms,I'm having severe cramps that come and go in waves.,M'ayam no yɛ me kramps a ɛba na ɛkɔ na ɛyɛ me dɛn pa ara.
Chest,Cardiac-Style Pain,"I have a deep, heavy bruise-like ache inside my chest.",M'ayamhyehyeɛ wɔ me kokoɔ mu te sɛ nea ɛyɛ me aduru.
Lungs & Breathing,Breathlessness,I can't take a full breath — there's a wall stopping me halfway.,"M'home no nkɔ akyiri, ɛte sɛ nea adɔ bi asiw m'akwan."
Skin,Rashes & Irritation,My skin is covered in an intensely itchy rash that I can't stop scratching.,"M'honam anim ahyɛ mpaso a ɛrete me yie, na mentumi nnya me nsa."
Skin,Rashes & Irritation,My skin feels like it's on fire and burning from the inside out.,M'honam rehyɛ me te sɛ nea ogya wɔ mu.
Skin,Rashes & Irritation,My skin feels like it's on fire and burning from the inside out.,"M'honam retete me te sɛ nea ogya rehyɛ mu, firi yamu."
Skin,Rashes & Irritation,My skin feels like it's on fire and burning from the inside out.,M'honam retete me te sɛ ogya a efi yamu reba.
Skin,Rashes & Irritation,My skin is covered in an intensely itchy rash that I can't stop scratching.,"M'honam so adan mpaso a ɛrete me, na mentumi nnyaa me nsa."
Skin,Rashes & Irritation,My skin is covered in an intensely itchy rash that I can't stop scratching.,"M'honam so ahyɛ mpaso a ɛma ɛrete me ara kwa, na mentumi nnya me nsa."
Skin,Rashes & Irritation,"There are raised, red welts spreading across my skin.",M'honam so mpaso kɔkɔɔ a ɛtɔn no retretre m'honam so.
Skin,Rashes & Irritation,My skin is covered in an intensely itchy rash that I can't stop scratching.,"M'honam so yɛ me nwadeɛ a ɛrete me kɛse, na mentumi nnya me nsa."
Skin,Rashes & Irritation,My skin is covered in an intensely itchy rash that I can't stop scratching.,"M'honam so yɛ mpaso a ɛrete me yie, ɛno nti mentumi nnya me nsa."
Skin,Rashes & Irritation,My skin feels like it's on fire and burning from the inside out.,M'honam te sɛ nea ogya rehyɛ mu firi yamu.
Skin,Rashes & Irritation,My skin feels like it's on fire and burning from the inside out.,M'honam te sɛ nea ogya rehyɛ mu firi yamu.
Ears,Hearing Changes,My hearing suddenly went dull in one ear.,"Maso asi, menti biribiara"
Wrist & Hand,Nerve & Sensation,It feels like an electric shock just zapped from my wrist to my fingertips.,Me abasa mu firii me nsam pɛ na m'ahodwiri kɔɔ me nsateaa.
Jaw,Radiating & Referred Pain,The pain in my jaw is shooting up into my ear.,Me abogyesɛ mu yaw no doro kɔ me aso no mu.
Jaw,Radiating & Referred Pain,The pain in my jaw is shooting up into my ear.,Me abogyesɛ mu yaw no rekɔ me aso no mu.
Jaw,Radiating & Referred Pain,The ache in my jaw spreads down into my neck and shoulder.,Me abogyesɛ mu yaw no rekɔ me kɔn ne me abatiɛ mu.
Jaw,Radiating & Referred Pain,The ache in my jaw spreads down into my neck and shoulder.,Me abogyesɛ mu yaw no rekɔ me kɔn ne me abatiɛ.
Jaw,Pain & Clicking,My jaw locks in place and I have to force it to move.,"Me abogyesɛ no agyina hɔ, enti ɛsɛ sɛ mehyɛ no ma ɛbue."
Jaw,Pain & Clicking,My jaw locks in place and I have to force it to move.,"Me abogyesɛ no bɔ mu, enti ɛsɛ sɛ mehyɛ no ma ɛyɛ adwuma."
Jaw,Pain & Clicking,My jaw locks in place and I have to force it to move.,Me abogyesɛ no kyekyere na ɛsɛ sɛ mehyɛ no ma ɛtu.
Jaw,Pain & Clicking,My jaw locks in place and I have to force it to move.,Me abogyesɛ no nyina hɔ na ɛsɛ sɛ mehyɛ no ma ɛkasa.
Jaw,Radiating & Referred Pain,The ache in my jaw spreads down into my neck and shoulder.,Me abogyesɛ yaw no bɛyɛ na ɛrekɔ me kɔn ne me abatiɛ.
Jaw,Radiating & Referred Pain,The pain in my jaw is shooting up into my ear.,Me abogyesɛ yaw no retu kɔ me aso no mu.
Jaw,Radiating & Referred Pain,The pain in my jaw is shooting up into my ear.,Me abogyesɛ yaw no retwi kɔ me aso no.
Jaw,Radiating & Referred Pain,The ache in my jaw spreads down into my neck and shoulder.,Me abogyesɛ yaw no trɛ kɔ me kɔn ne me abatiɛ so.
Elbow & Forearm,Mobility,My elbow feels stiff and won't bend as far as it should.,"Me abɔdwesɛ ayɛ den, ɛnkɔ nkyɛn sɛnea ɛsɛ sɛ ɛyɛ."
Elbow & Forearm,Mobility,My elbow feels stiff and won't bend as far as it should.,"Me abɔdwesɛ ayɛ kɛtɛkɛtɛ, mentumi mmɛn no yie."
Elbow & Forearm,Mobility,My elbow feels stiff and won't bend as far as it should.,"Me abɔdwesɛ mu ayɛ den, mentumi mmɛn no yie sɛnea ɛsɛ sɛ ɛba."
Elbow & Forearm,Mobility,I can't fully straighten my elbow — it locks before it's fully extended.,"Me abɔdwesɛ no ntumi ntra mu, ɛkye wɔ baabi."
Elbow & Forearm,Mobility,I can't fully straighten my elbow — it locks before it's fully extended.,"Me abɔdwesɛ ntrɛw koraa, ɛgyina hɔ ansa na ɛaduru ne baabi a ɛsɛ sɛ ɛkɔ."
Elbow & Forearm,Mobility,My elbow feels stiff and won't bend as far as it should.,Me abɔdwesɛ yɛ den na ɛntumi nnyina sɛnea ɛsɛ sɛ ɛyɛ.
Elbow & Forearm,Mobility,My elbow feels stiff and won't bend as far as it should.,"Me abɔdwesɛ yɛ me den, ɛnkɔ baabi a ɛsɛ sɛ ɛkɔ."
Jaw,Radiating & Referred Pain,It feels like an electric shock just shot across my cheek.,Me afono no te sɛ nea atuu bi atwam so.
Spine & Sciatica,Nerve & Sensory,My lower back is numb and the numbness is creeping further down my leg.,Me akyi abɔ me na ɔnɛno no retu rekɔ me nan fam.
Lower Back,General Lumbar Pain,My lower back feels like it's locked in a permanent tight cramp.,Me akyi ase ayɛ me sɛ nea ɛasiw wɔ nneɛma a ɛyɛ den mu.
Lower Back,General Lumbar Pain,My lower back feels like it's locked in a permanent tight cramp.,"Me akyi ase ayɛ me sɛ nea ɛasiw, ɛyɛ den koraa."
Lower Back,General Lumbar Pain,"It's a deep, nagging ache in my lower back that just won't quit.","Me akyi ase yaayɛ a ɛnkɔ, ɛyɛ ya pa."
Lower Back,General Lumbar Pain,"It's a deep, nagging ache in my lower back that just won't quit.",Me akyi ase ɛya a ɛkɔ na ɛba a ɛngyae.
Lower Back,General Lumbar Pain,My lower back feels completely blown out.,Me akyi aseɛ no ayɛ me sɛ nea ɛbubu.
Upper Back,Stiffness,My upper spine is so stiff I can't twist to look behind me.,Me akyi atifi ayɛ den dodo ma ɛma mentumi nnane me ho nnhwɛ akyi.
Upper Back,Stiffness,My upper spine is so stiff I can't twist to look behind me.,"Me akyi atifi ayɛ den dodo, mentumi nnane me ho nnhwɛ akyi."
Upper Back,Stiffness,My upper spine is so stiff I can't twist to look behind me.,Me akyi atifi ayɛ den ma mentumi nnyigye me ho nnhwɛ akyi.
Upper Back,Stiffness,My upper spine is so stiff I can't twist to look behind me.,Me akyi atifi ayɛ den nti mentumi nnane me ho nnhwɛ m'akyi.
Upper Back,Stiffness,My upper spine is so stiff I can't twist to look behind me.,"Me akyi atifi ayɛ den yiye, mentumi nnane me ho nnhwɛ akyi."
Upper Back,Stiffness,My mid-back feels completely frozen solid and won't move.,Me akyi mfinimfini ayɛ den dodo na ɛnane koraa.
Upper Back,Stiffness,My mid-back feels completely frozen solid and won't move.,"Me akyi mfinimfini ayɛ den, ɛnyɛ nea ɛbɛtumi anane koraa."
Upper Back,Stiffness,My mid-back feels completely frozen solid and won't move.,"Me akyi mfinimfini ayɛ nneɛma a ɛnane, ɛnyɛ yiye."
Upper Back,Stiffness,My mid-back feels completely frozen solid and won't move.,Me akyi mfinimfini ayɛ sɛ adeɛ a ayɛ adzen na ɛnyɛ hwee.
Upper Back,Stiffness,My mid-back feels completely frozen solid and won't move.,Me akyi mfinimfini yɛ me den sɛ adeɛ a adan aboɔ na ɛnyɛ kwan.
Lower Back,General Lumbar Pain,"I have a dull, heavy ache right across my beltline.",Me akyi ne me bɔtɔ mu yɛ me ya bi a ɛda hɔ dɛɛdɛɛ.
Spine & Sciatica,Nerve & Sensory,My lower back is numb and the numbness is creeping further down my leg.,Me akyi ntene na ɛretu rekɔ me nan mu.
Lower Back,General Lumbar Pain,My lower back feels completely blown out.,Me akyiri ase asɛe koraa.
Lower Back,General Lumbar Pain,My lower back feels completely blown out.,Me akyiri ase ate koraa.
Lower Back,General Lumbar Pain,My lower back feels like it's locked in a permanent tight cramp.,Me akyiri ase ayɛ me sɛ adeɛ a ɛasiw daa.
Lower Back,General Lumbar Pain,My lower back feels completely blown out.,Me akyiri ase ayɛ me sɛ nea abubu koraa.
Lower Back,General Lumbar Pain,My lower back feels completely blown out.,Me akyiri ase ayɛ me sɛ nea adane koraa.
Lower Back,General Lumbar Pain,My lower back feels like it's locked in a permanent tight cramp.,Me akyiri ase ayɛ me sɛ nea ayɛ den na ɛnane.
Lower Back,General Lumbar Pain,My lower back feels like it's locked in a permanent tight cramp.,Me akyiri ase ayɛ me sɛ nea ɛasiw na ɛnyɛ yiye.
Kidney & Flank,Flank Pain,It feels like someone is hammering a wedge into my lower back on one side.,Me akyiri baako no yɛ me ya sɛ nea obi de dadeɛ retutu mu
Kidney & Flank,Flank Pain,It feels like someone is hammering a wedge into my lower back on one side.,"Me akyiri fam baako no, ɛyɛ me sɛ obi retutu mu dadeɛ"
Kidney & Flank,Flank Pain,"I have a dull, throbbing ache right under my back ribs on one side.","Me akyiri mfeɛ ase no, ɛyɛ me ya a ɛkeka"
Kidney & Flank,Flank Pain,"I have a dull, throbbing ache right under my back ribs on one side.","Me akyiri nkyɛn baako no, mfeɛ ase hɔ yɛ me ya"
Kidney & Flank,Flank Pain,The pain in my back is so intense I can't find a position to lie comfortably.,Me akyiri no yɛ me ya ara ma mentumi nna hwee
Kidney & Flank,Flank Pain,The pain in my back is so intense I can't find a position to lie comfortably.,"Me akyiri no yɛ me ya dodo, ɛma mentumi nna mpo"
Kidney & Flank,Flank Pain,The pain in my back is so intense I can't find a position to lie comfortably.,"Me akyiri ya no yɛ den dodo, mentumi nna mpo"
Kidney & Flank,Flank Pain,The pain in my back is so intense I can't find a position to lie comfortably.,Me akyiri ya no yɛ den ma mentumi nna nnyina baabiara
Kidney & Flank,Flank Pain,The pain in my back is so intense I can't find a position to lie comfortably.,"Me akyiri ya no yɛ me den, na mentumi nna a ɛbɛyɛ me yie"
Head,Headache Types,"It's a sharp, ice-pick stab right behind one eye.","Me ani akyi hɔ yɛ me nwanwan, ɛyɛ me sɛ nea wɔde biribi a ɛyɛ nnam asɔ me."
Head,Headache Types,"It's a sharp, ice-pick stab right behind one eye.","Me ani akyi hɔ yɛ me ya, ɛte sɛ nea wɔde biribi a ɛyɛ nnam asɔ me hɔ."
Eyes,Redness & Irritation,My eye is so red it looks like it's filled with blood.,"Me ani ayɛ kɔkɔɔ dodo, ɛte sɛ nea mogya abɔ so."
Eyes,Redness & Irritation,My eye is so red it looks like it's filled with blood.,"Me ani ayɛ kɔkɔɔ dodo, ɛte sɛ nea mogya ahyɛ mu ma."
Eyes,Vision Changes,"My vision keeps going blurry, like looking through a foggy window.","Me ani ho ayɛ hunu, ɛte sɛ nea merehwɛ adeɛ fa ntam."
Eyes,Vision Changes,"My vision keeps going blurry, like looking through a foggy window.",Me ani hu ade fitaa te sɛ m'ani ahununu owo ntam.
Eyes,Redness & Irritation,"My eye feels intensely itchy, like I desperately need to rub it.","Me ani hyehye me, me pɛ sɛ me wura me ani no hwe."
Eyes,Redness & Irritation,"My eye feels intensely itchy, like I desperately need to rub it.","Me ani hyehye me, me pɛ sɛ me wura me ani."
Eyes,Redness & Irritation,My eye is so red it looks like it's filled with blood.,"Me ani kɔkɔɔ yiye, ɛte sɛ nea mogya ahyɛ mu."
Eyes,Redness & Irritation,There's a crusty discharge sealing my eye shut in the morning.,Me ani mumu na ɛma me ani si anɔpa.
Eyes,Light & Sensitivity,I have to squint constantly because everything looks too bright.,Me ani nhyɛ me mma menkɔ so mbue no ketewa ɛfiri sɛ ade hyerɛn dodo.
Eyes,Redness & Irritation,My eyelids feel so swollen they're almost stuck shut.,Me ani ntipɛn afɔn dodo ma ɛte sɛ nea ɛakye.
Eyes,Redness & Irritation,My eye is so red it looks like it's filled with blood.,"Me ani red dodo, ɛte sɛ nea mogya nko ara na ɛwɔ mu."
Eyes,Redness & Irritation,My eye is so red it looks like it's filled with blood.,"Me ani red kɔkɔɔ, ɛte sɛ nea ɛyɛ mogya nko."
Eyes,Redness & Irritation,My eyes are burning and watering constantly.,Me ani rehyew me na nsuo refiri mu berɛ nyinaa.
Eyes,Redness & Irritation,My eyes are burning and watering constantly.,"Me ani rehyew me, na nsuo a ɛfiri mu no nnyae."
Eyes,Redness & Irritation,My eyes are burning and watering constantly.,"Me ani rehyew me, na nsuo reba mu berɛ nyinaa."
Eyes,Redness & Irritation,My eyes are burning and watering constantly.,Me ani rekyene me na nsuo refiri mu nkutoo.
Eyes,Redness & Irritation,My eyes are burning and watering constantly.,Me ani rekyene me na ɛresue daadaa.
Eyes,Redness & Irritation,My eyelids feel so swollen they're almost stuck shut.,Me ani so afɔn araa ma ɛyɛ sɛ ɛresie.
Eyes,Redness & Irritation,My eyelids feel so swollen they're almost stuck shut.,"Me ani so afɔn dodo, ɛbɛyɛ sɛ ɛrentumi mmue."
Eyes,Redness & Irritation,My eyelids feel so swollen they're almost stuck shut.,Me ani so afɔn ma ɛte sɛ nea ɛresie.
Eyes,Redness & Irritation,My eyelids feel so swollen they're almost stuck shut.,"Me ani so afɔn yiye, ɛbɛyɛ sɛ ɛrentumi mmue."
Brain & Neurological,Sensory Disturbances,I'm seeing flashing lights and bright zig-zag patterns.,Me ani so rehye kyerɛ me na mehu nneɛma a ɛretwe akwantu.
Eyes,Light & Sensitivity,Even normal room light makes my eyes ache and water.,Me ani yere na ɛsu mpo berɛ a kanea a ɛwɔ dan no mu no hyerɛn.
Eyes,Redness & Irritation,"My eye feels intensely itchy, like I desperately need to rub it.","Me ani yɛ me krakra dodo, ɛwɔ sɛ me wura."
Eyes,Redness & Irritation,"My eye feels intensely itchy, like I desperately need to rub it.","Me ani yɛ me krakra, m'ani pɛ sɛ me wura ho."
